GEOGRAPHY,WHITE,BLACK_OR_AFRICAN_AMERICAN,AMERICAN_INDIAN_AND_ALASKA_NATIVE,ASIAN,NATIVE_HAWAIIAN_AND_OTHER_PACIFIC_ISLANDER,HISPANIC_OR_LATINO
00601,84.5,1.4,0.1,0.0,0.0,99.5
00602,61.3,1.8,0.1,0.1,0.0,94.1
00603,74.3,3.4,0.1,0.1,0.0,97.9
00606,57.7,0.5,0.4,0.0,0.0,99.3
00610,60.5,2.5,0.0,0.0,0.0,95.8
00611,50.0,1.0,0.0,0.0,0.0,95.1
00612,51.8,3.0,0.1,0.8,0.0,99.2
00616,56.7,6.3,0.0,1.4,0.0,99.7
00617,51.0,4.1,0.2,1.4,0.0,99.3
00622,38.0,4.4,0.0,0.0,0.0,98.6
00623,33.7,3.7,0.5,0.5,0.0,99.3
00624,72.2,2.8,0.0,0.1,0.0,99.1
00627,89.0,1.4,0.0,0.0,0.0,99.3
00631,97.9,0.0,0.0,0.0,0.0,100.0
00636,61.7,0.0,0.0,0.0,0.0,100.0
00637,63.8,1.5,0.3,0.0,0.0,99.0
00638,68.6,2.3,1.2,0.4,0.0,99.2
00641,50.1,1.4,0.0,0.1,0.0,98.8
00646,55.7,8.7,0.0,0.0,0.0,97.0
00647,45.2,5.1,0.0,0.0,0.0,99.1
00650,57.9,1.6,0.0,1.0,0.0,99.2
00652,58.7,2.5,1.2,1.5,0.0,97.1
00653,58.6,4.7,0.2,0.0,0.0,98.4
00656,75.9,1.7,0.2,0.6,0.0,99.7
00659,85.3,2.1,0.1,0.0,0.0,99.6
00660,18.3,2.2,0.0,0.0,0.0,99.1
00662,56.9,6.8,0.1,0.1,0.0,98.2
00664,52.8,3.0,0.0,0.0,0.0,98.8
00667,33.3,1.5,0.0,0.0,0.0,98.0
00669,82.5,1.8,0.1,0.0,0.0,99.0
00670,54.3,0.7,0.0,0.0,0.0,99.2
00674,57.6,3.3,0.1,0.3,0.0,97.9
00676,76.2,4.2,0.3,0.1,0.0,99.4
00677,51.6,1.4,0.0,0.0,0.0,92.1
00678,75.9,2.7,0.2,0.0,0.0,98.0
00680,19.2,2.7,0.0,0.0,0.0,99.6
00682,20.5,3.1,0.0,0.0,0.0,98.7
00683,62.5,1.4,0.1,0.0,0.1,98.8
00685,64.4,3.2,0.0,0.4,0.0,96.2
00687,62.3,4.0,0.0,0.0,0.0,99.6
00688,43.7,1.8,0.2,0.9,0.0,99.6
00690,76.2,3.3,0.0,0.0,0.0,99.7
00692,45.7,7.8,0.0,0.0,0.0,99.1
00693,55.6,5.0,0.1,0.0,0.0,97.8
00694,32.6,0.0,0.0,0.0,0.0,100.0
00698,71.3,3.8,0.1,0.0,0.0,98.9
00703,42.1,5.9,1.1,0.0,0.0,99.4
00704,37.8,28.0,0.1,0.0,0.0,98.7
00705,49.0,14.0,0.6,0.0,0.0,99.8
00707,6.8,52.6,0.0,0.0,0.0,99.6
00714,57.4,24.9,0.0,0.0,0.0,99.5
00715,43.9,11.1,0.0,0.0,0.0,100.0
00716,68.2,6.3,0.1,0.1,0.0,99.1
00717,61.0,6.7,0.5,0.0,0.0,99.3
00718,45.7,1.6,0.0,0.1,0.0,99.0
00719,58.5,7.2,0.0,0.0,0.0,100.0
00720,61.5,4.6,0.3,0.0,0.0,99.3
00723,6.4,54.5,0.0,0.0,0.0,100.0
00725,61.3,8.8,0.4,0.2,0.0,98.0
00727,62.9,9.8,0.2,0.4,0.0,98.5
00728,69.5,6.5,0.1,0.1,0.0,99.4
00729,38.9,13.3,0.0,0.6,0.0,99.9
00730,57.7,4.4,0.1,0.0,0.0,99.3
00731,60.8,5.8,0.0,0.0,0.0,99.8
00735,34.9,6.5,0.4,0.7,0.0,98.7
00736,43.0,8.8,0.1,0.2,0.0,99.7
00738,40.1,8.3,0.1,0.2,0.0,99.2
00739,49.9,11.9,0.2,0.0,0.0,99.5
00740,33.8,7.4,0.0,0.0,0.0,100.0
00741,24.5,25.8,0.0,0.0,0.0,99.5
00745,36.7,12.8,0.1,0.4,0.0,99.3
00751,39.3,27.3,0.2,0.0,0.0,99.8
00754,29.0,30.1,0.0,0.3,0.0,99.6
00757,37.0,25.0,0.1,0.0,0.0,99.9
00765,31.2,7.6,0.0,0.2,0.0,92.1
00766,47.0,8.0,0.0,0.0,0.0,99.6
00767,10.6,51.4,0.0,0.0,0.0,99.9
00769,44.2,19.5,0.0,0.0,0.0,99.7
00771,11.2,49.1,0.1,0.1,0.0,99.7
00772,11.7,43.9,0.0,0.1,0.0,99.8
00773,39.0,7.6,0.1,0.2,0.0,99.3
00775,35.0,2.4,0.0,0.9,0.0,91.6
00777,36.8,19.6,0.2,0.2,0.0,99.5
00778,50.3,11.3,0.3,0.2,0.0,96.6
00780,52.4,9.6,0.0,0.0,0.0,99.7
00782,59.7,9.3,0.0,0.0,0.0,99.8
00783,59.4,6.1,0.0,0.0,0.0,99.7
00784,62.9,14.8,0.0,0.0,0.3,99.4
00786,41.7,43.0,0.0,0.0,0.0,100.0
00791,32.0,14.6,0.3,0.8,0.0,98.9
00794,63.9,7.3,0.1,0.0,0.0,99.9
00795,31.7,7.3,0.1,0.2,0.0,99.8
00901,59.3,10.7,0.0,0.0,0.1,95.4
00906,100.0,0.0,0.0,0.0,0.0,91.8
00907,55.6,7.8,0.3,0.8,0.0,94.9
00909,34.1,15.0,0.5,0.3,0.0,97.7
00911,51.2,7.0,0.4,2.5,0.0,87.2
00912,35.6,16.0,0.2,1.0,0.3,98.2
00913,28.0,4.1,0.3,0.8,0.0,93.1
00915,17.3,13.1,0.2,0.2,0.0,98.5
00917,45.6,10.1,0.1,0.3,0.1,99.1
00918,54.3,4.8,0.2,0.3,0.1,99.5
00920,45.7,19.2,0.2,0.0,0.0,99.3
00921,40.7,16.7,0.2,0.0,0.0,99.3
00923,43.1,14.7,0.3,0.1,0.0,99.4
00924,51.3,18.5,0.1,0.0,0.0,99.1
00925,52.3,19.9,0.2,0.4,0.0,97.9
00926,56.6,10.1,0.1,0.1,0.0,98.7
00927,59.8,7.1,0.6,0.4,0.0,95.9
00934,57.3,42.7,0.0,0.0,0.0,33.1
00949,53.6,8.4,0.4,0.0,0.0,99.0
00950,-,-,-,-,-,-
00951,55.9,25.0,0.0,0.0,0.0,96.8
00952,44.0,20.8,0.1,0.0,0.0,100.0
00953,67.4,6.2,0.1,0.0,0.0,98.8
00956,48.4,6.4,0.1,0.0,0.0,99.2
00957,48.6,6.0,0.2,0.4,0.0,99.1
00959,48.9,8.9,0.1,0.2,0.0,98.1
00960,46.2,15.0,0.0,0.0,0.0,99.2
00961,51.2,7.5,0.0,0.2,0.0,99.4
00962,53.8,9.7,0.0,0.0,0.0,98.8
00965,46.4,12.2,0.1,0.3,0.0,99.6
00966,55.2,3.7,0.0,0.3,0.0,97.8
00968,63.8,2.7,0.0,0.4,0.0,97.8
00969,53.2,6.1,0.4,0.0,0.0,98.0
00971,47.1,7.1,0.1,0.0,0.0,99.7
00976,63.9,12.2,0.1,0.3,0.0,99.3
00979,46.7,10.9,1.0,1.2,0.0,95.4
00982,43.2,18.2,0.0,0.8,0.0,99.1
00983,42.5,20.0,0.4,0.0,0.0,99.1
00985,39.6,19.0,0.9,0.2,0.0,99.5
00987,41.8,16.0,0.6,0.1,0.0,98.8
01001,89.7,3.7,0.0,3.7,0.0,4.3
01002,73.7,6.0,0.1,9.6,0.5,7.5
01003,66.9,5.6,0.3,18.7,0.0,9.5
01005,96.4,0.4,0.0,0.0,0.0,3.5
01007,91.8,0.3,0.0,3.2,0.0,4.0
01008,98.4,0.0,0.2,0.0,0.0,4.4
01009,100.0,0.0,0.0,0.0,0.0,0.0
01010,82.6,4.1,0.0,0.7,0.0,1.9
01011,97.7,0.4,0.0,0.2,0.0,0.7
01012,98.0,0.0,0.0,0.0,0.0,2.0
01013,74.5,4.5,0.0,2.2,0.0,31.7
01020,83.2,5.5,0.0,1.3,0.0,16.6
01022,74.2,16.6,0.0,2.9,0.0,8.1
01026,97.0,0.0,0.2,0.1,0.0,1.2
01027,90.5,0.4,0.0,1.7,0.0,5.6
01028,90.3,1.0,0.0,3.9,0.0,7.0
01029,98.6,0.0,0.4,0.0,0.0,1.6
01030,93.8,1.5,0.0,0.6,0.0,4.2
01031,90.5,0.0,0.0,0.0,0.0,10.0
01032,99.1,0.0,0.0,0.0,0.0,0.9
01033,96.5,1.1,0.0,0.5,0.0,2.8
01034,92.8,1.1,0.3,0.5,0.0,0.9
01035,89.1,2.3,0.0,2.2,0.0,3.6
01036,91.7,0.1,0.5,0.3,0.0,6.2
01037,96.1,0.1,0.1,0.4,0.0,3.2
01038,88.1,0.0,1.0,0.8,0.0,7.5
01039,94.1,1.7,1.1,0.0,0.0,4.5
01040,72.8,4.0,0.3,1.0,0.0,53.3
01050,93.8,1.1,0.2,0.0,0.0,2.7
01053,89.7,8.6,0.0,0.1,0.0,1.7
01054,92.1,0.5,0.0,4.0,0.0,1.3
01056,89.2,2.0,0.0,1.1,0.0,9.7
01057,95.4,0.7,0.0,1.6,0.0,2.9
01060,85.8,1.8,0.2,2.8,0.0,7.8
01062,89.9,2.0,0.2,1.4,0.0,7.9
01063,68.8,5.3,0.0,18.7,0.0,7.5
01066,100.0,0.0,0.0,0.0,0.0,0.0
01068,94.9,1.2,0.0,0.0,0.0,1.3
01069,86.0,3.6,0.0,2.0,0.0,8.5
01070,89.5,0.2,0.2,1.4,0.0,1.8
01071,92.0,2.8,0.0,0.2,0.0,6.3
01072,89.8,0.9,0.0,0.8,0.0,8.2
01073,89.2,0.8,0.0,3.2,0.0,2.3
01074,95.2,0.0,0.0,0.0,0.0,4.8
01075,88.6,1.6,0.1,5.2,0.0,5.9
01077,95.1,0.0,0.3,0.8,0.0,4.6
01079,92.5,0.0,0.0,0.0,0.0,10.2
01080,83.1,0.6,0.0,1.6,0.0,8.5
01081,95.5,0.5,0.2,0.0,0.2,4.3
01082,94.4,1.5,0.0,0.0,0.0,6.9
01083,93.4,0.9,0.0,1.3,0.0,5.3
01084,85.1,0.0,0.0,0.0,0.0,14.9
01085,87.6,1.7,0.0,4.0,0.1,9.3
01088,95.5,0.0,0.0,4.5,0.0,1.4
01089,80.9,3.8,0.2,5.0,0.0,13.0
01092,97.5,2.5,0.0,0.0,0.0,5.0
01093,100.0,0.0,0.0,0.0,0.0,0.0
