CountyName,GrowthRate,WHITE,BLACK_OR_AFRICAN_AMERICAN,AMERICAN_INDIAN_AND_ALASKA_NATIVE,ASIAN,NATIVE_HAWAIIAN_AND_OTHER_PACIFIC_ISLANDER,HISPANIC_OR_LATINO
Forsyth County,16.18706638,-7.543103448,5.818965517,50,21.42857143,0,18.69158879
Forsyth County,22.66211127,-5.013927577,8.720930233,100,-7.843137255,0,-3.846153846
Forsyth County,52.78270215,-2.93255132,1.2,350,33.33333333,100,-3.726708075
Forsyth County,515.8960863,-1.754385965,1.773049645,0,-14.28571429,0,8.457711443
Forsyth County,1146.046534,1.789709172,-3.784860558,25,-21.42857143,0,10.44776119
Fort Bend County,-6.180290799,-2.455357143,4.296875,200,-2.145922747,-50,8.333333333
Fort Bend County,-4.914636089,8.284023669,-4.978662873,0,2.702702703,0,10.55045872
Fort Bend County,-3.173583468,-4.500703235,26.08695652,16.66666667,10.8974359,0,13.87283237
Fort Bend County,-2.751221296,-2.087682672,1.408450704,-50,1.937046005,0,-14
Fort Bend County,0.205789009,0.213219616,-4.166666667,0,0.237529691,0,1.162790698
Fort Bend County,0.365433956,-5.333333333,5.734767025,0,-7.142857143,0,-3.773584906
Fort Bend County,0.410544293,-1.834862385,0,-100,1.315789474,0,-4.048582996
Fort Bend County,0.948700059,0.736377025,-11.49425287,14.28571429,4.624277457,0,6.598984772
Fort Bend County,0.965667727,-6.167400881,-5.759162304,-14.28571429,5.882352941,0,3.25203252
Fort Bend County,1.014405274,-1.671732523,2.380952381,0,0.510204082,0,6.944444444
Fort Bend County,1.093981623,-8.647450111,12.32876712,200,2.727272727,-66.66666667,10.52631579
Fort Bend County,1.278653887,0.638297872,-1.449275362,0,0.710900474,0,11.49425287
Fort Bend County,1.552850865,0.700934579,6.832298137,400,-6.168831169,0,2.109704641
Fort Bend County,1.605421906,-4.651162791,7.352941176,0,3.529411765,200,-2.06185567
Fort Bend County,1.726679104,-2.396514161,1.185770751,0,0.431034483,0,5.263157895
Fort Bend County,1.913008346,2.483069977,5.524861878,16.66666667,-7.796610169,0,6.493506494
Fort Bend County,1.99574688,-5.409582689,-4.651162791,-44.44444444,-0.507614213,0,3.463203463
Fort Bend County,2.151089894,0.471698113,-1.818181818,0,-0.711743772,0,1.307189542
Fort Bend County,2.151363613,-14.55399061,-1.111111111,0,16.12903226,0,-4.516129032
Fort Bend County,2.412639176,-3.801169591,9.090909091,12.5,8.287292818,0,2.857142857
Fort Bend County,2.622351946,-3.398058252,-3.658536585,0,1.548672566,100,-1.904761905
Fort Bend County,2.946838071,18.70503597,-3.542234332,0,13.33333333,0,9.230769231
Fort Bend County,3.029849706,2.424242424,-0.706214689,0,8.823529412,0,2.34741784
Fort Bend County,3.509175754,-4.67032967,-11.23595506,0,7.716049383,0,25.67567568
Fort Bend County,3.705465679,2.784222738,5.23255814,20,2.076124567,0,-4.545454545
Fort Bend County,5.948209126,-5.352112676,-7.457627119,100,10.40723982,0,-1.960784314
Fort Bend County,6.69610776,-2.582159624,5,16.66666667,-5.902777778,0,-1.57480315
Fort Bend County,8.098280256,-2.173913043,-7.534246575,0,4.361370717,0,-12.80788177
Fort Bend County,8.192089913,-4.555808656,0,0,-1.724137931,0,13.27433628
Fort Bend County,8.613908066,-4.268292683,-5.792682927,0,-12.5,0,9.274193548
Fort Bend County,8.985807001,-9.967320261,-3.658536585,-80,3.06122449,100,3.765690377
Fort Bend County,9.074528533,-5.183585313,0.858369099,-50,4.504504505,0,-6.611570248
Fort Bend County,9.339201894,-8.035714286,3.663003663,400,-3.68852459,0,5.2
Fort Bend County,10.0427108,-10.70780399,-5.063291139,300,16.33663366,-50,0.403225806
Fort Bend County,10.19466449,-8.43373494,16.93121693,-57.14285714,-1.47601476,0,-6.8
Fort Bend County,10.82424598,-20.4610951,23.20675105,0,-8.022922636,0,9.139784946
Fort Bend County,11.31191037,5.949656751,-12.7340824,33.33333333,-2.631578947,-100,-6.923076923
Fort Bend County,16.48808168,-6.783919598,-1.265822785,0,1.74291939,-50,12.62135922
Fort Bend County,18.37781062,-10.38251366,-1.796407186,0,5.263157895,0,2.904564315
Fort Bend County,22.62095125,6.923076923,0.962861073,0,36.36363636,0,-0.510204082
Fort Bend County,51.09654266,-0.649350649,-0.784313725,-50,8.920187793,-33.33333333,-1.724137931
Fort Bend County,52.93301049,10.12987013,-4.181184669,-100,9.338521401,0,-34.33476395
Fort Bend County,109.7577704,-16.41791045,-0.181818182,33.33333333,-42.85714286,0,-2.83286119
Fort Bend County,217.1792736,-11.13445378,5.263157895,100,-13.51351351,0,5.483870968
Fort Bend County,312.6972489,3.305785124,-0.711743772,0,-1.244813278,0,3.112840467
Fort Bend County,515.1991533,-8.188976378,1.639344262,0,12.38938053,0,3.773584906
Fort Bend County,1157.994183,-13.08089501,1.57480315,100,5.172413793,0,-0.84317032
Franklin County,-1.762263952,1.379310345,-16.51651652,0,35.13513514,0,-3.225806452
Franklin County,0.306680617,0,-10.83333333,0,-6,0,65.71428571
Franklin County,0.824278665,-1.48849797,-11.51079137,-25,-23.33333333,0,15.15151515
Franklin County,1.398729934,-4.318936877,3.03030303,0,2.380952381,0,9.756097561
Franklin County,2.139881629,-2.328589909,-3.174603175,0,-7.438016529,0,20
Franklin County,2.41363232,1.443569554,10.52631579,0,1.680672269,0,15.38461538
Franklin County,2.530314722,0.769230769,-6.25,300,2.040816327,0,12.90322581
Franklin County,2.708037678,2.477183833,-11.9047619,-25,-8.474576271,0,9.523809524
Franklin County,3.253531992,0.221975583,-5.714285714,0,0,0,0
Franklin County,3.634982892,1.145038168,-17.75700935,-25,36.17021277,0,-17.24137931
Franklin County,3.853514466,-0.664010624,3.225806452,0,1.538461538,-100,-3.636363636
Franklin County,3.952396988,-1.12640801,-9.433962264,-100,16.32653061,0,-2.564102564
Franklin County,4.348512919,-3.743315508,5.46875,-50,13.63636364,0,11.32075472
Franklin County,4.415590855,1.464713715,-6.557377049,100,-1.652892562,0,18.18181818
Franklin County,4.42616873,-2.461139896,4.201680672,0,22.64150943,0,5.769230769
Franklin County,4.788962935,-1.805555556,6.666666667,0,-1.333333333,0,-13.55932203
Franklin County,5.111554659,4.370860927,-32.78688525,-50,-11.60714286,0,11.11111111
Franklin County,5.289551906,0,-5.882352941,0,-2.325581395,0,24.44444444
Franklin County,5.634467029,-1.781170483,7.207207207,-33.33333333,-1.851851852,0,13.04347826
Franklin County,6.065688923,-0.848656294,-2.777777778,0,5.405405405,0,0
Franklin County,6.241718083,-0.888324873,12.19512195,-100,6.060606061,0,-12.5
Franklin County,6.943284555,-1.967592593,37.5,0,9.523809524,0,-25
Franklin County,7.000219789,4.724409449,-7.345971564,12.5,-25,0,10
Franklin County,7.146096015,0.251572327,-7.954545455,-33.33333333,-6.25,0,6.25
Franklin County,7.155293162,-3.018372703,8.59375,100,-3.225806452,0,11.23595506
Franklin County,7.441002844,-0.886075949,11.45833333,0,-17.54385965,0,-23.68421053
Franklin County,8.147082768,0.117096019,-3.50877193,0,-2.777777778,0,0
Franklin County,8.315126961,-4.261796043,3.370786517,0,21.42857143,0,43.75
Franklin County,8.538002884,-1.873198847,-1.470588235,-25,3.703703704,0,-3.305785124
Franklin County,9.006973374,-3.465346535,19.29824561,0,1.538461538,0,-6.25
Franklin County,9.023779423,0.122100122,-7.368421053,0,-5.555555556,100,2.631578947
Franklin County,9.075759663,-1.804123711,5.785123967,0,0,0,8.536585366
Franklin County,9.131120374,2.834008097,-1.401869159,0,0,0,11.11111111
Franklin County,9.541476949,-3.097345133,10.78838174,-25,-12.5,0,-15.78947368
Franklin County,9.551932681,-1.769911504,4.663212435,0,-15.38461538,0,5.555555556
Franklin County,9.616239875,-1.271860095,-0.362318841,0,-17.64705882,0,-4.347826087
Franklin County,9.903265751,-3.317535545,4.166666667,7.142857143,10.52631579,0,0
Franklin County,10.13115983,3.131524008,-4.035874439,33.33333333,-7.692307692,0,100
Franklin County,10.64200441,-3.959131545,15.88785047,0,10.63829787,0,6.896551724
Franklin County,10.82383954,2.631578947,-5.626598465,-33.33333333,-11.11111111,0,27.27272727
Franklin County,11.17191795,8.02919708,-3.232323232,0,166.6666667,-100,-31.25
Franklin County,11.34522143,2.93040293,-5.149051491,-16.66666667,37.5,0,32.14285714
Franklin County,11.67693102,-2.820512821,1.298701299,40,-2.298850575,0,45.45454545
Franklin County,11.72057294,-0.163398693,-7.826086957,33.33333333,-13.15789474,100,5.607476636
Franklin County,12.16016425,3.153153153,-4.175365344,-50,25,0,13.63636364
Franklin County,12.21900711,-2.795425667,13.63636364,50,4.587155963,0,-23.4375
Franklin County,12.23490589,-8.660130719,-8,33.33333333,-4.761904762,0,0.185873606
Franklin County,12.87227386,0,-12.72727273,200,0.884955752,0,9.836065574
Franklin County,17.7161236,14.80446927,-8.333333333,0,0,50,-8.571428571
Franklin County,19.26589979,-4.67032967,10.56910569,33.33333333,17.39130435,0,6.140350877
Franklin County,22.0859512,-8.673469388,-1.194029851,200,7.5,0,10.60606061
Franklin County,23.06221993,-19.1011236,5.271565495,0,142.8571429,0,7.142857143
Franklin County,26.74320773,-9.70042796,9.090909091,0,-13.63636364,0,1.893939394
Franklin County,30.03035988,1.483679525,-16.27906977,50,-5.761316872,-100,25.92592593
Franklin County,31.76331113,-0.606796117,-2.06185567,0,-5.263157895,-100,5.555555556
Franklin County,54.98966486,-0.661375661,10.90909091,0,-3.2,0,10
Franklin County,55.67401143,2.571860817,-3.6,100,-11.11111111,0,-17.39130435
Franklin County,57.52060018,-3.724604966,18.75,-100,18.18181818,0,63.63636364
Franklin County,109.4781325,-4.835589942,0.977198697,0,11.84210526,0,-6.849315068
Franklin County,153.7373197,-6.808510638,1.71875,0,-56.25,0,8.139534884
Franklin County,205.7546769,-2.717391304,-3.435114504,-33.33333333,5.208333333,0,-2
Franklin County,221.4496508,-0.763358779,8.450704225,-16.66666667,-4.395604396,0,-8.333333333
Franklin County,225.0196831,0.419287212,-1.545253863,200,0,0,-50
Franklin County,307.7685598,-1.113861386,7.070707071,0,-3.921568627,0,0
Franklin County,528.7558387,1.5625,-5.185185185,0,16.66666667,0,0
Franklin County,533.0805464,-1.86697783,35.29411765,-100,15.15151515,0,7.692307692
Franklin County,541.0078635,0.127226463,-10.20408163,100,1.869158879,0,33.33333333
Franklin County,543.1419018,-11.04651163,19.17098446,200,15.15151515,0,-6.140350877
Franklin County,548.0861302,-2.713178295,12.24489796,0,-9.6,0,22
Franklin County,1047.324917,3.468208092,1.694915254,0,-70,0,-14.63414634
Franklin County,1151.628116,-5.174825175,0.520833333,-100,6.12244898,0,9.090909091
Franklin County,1172.768308,-2.684563758,2.461538462,0,-13.95348837,0,34.7826087
Frederick County,2.210123033,1.614906832,-3.703703704,0,-14.28571429,0,-2.409638554
Frederick County,3.330733358,-0.366748166,15.38461538,-66.66666667,-30,0,4.938271605
Frederick County,5.508544709,-1.226993865,-6.666666667,-100,19.04761905,0,-17.64705882
Frederick County,8.625737258,-1.242236025,-0.892857143,0,-8,0,-15.71428571
Frederick County,10.85666543,-4.27672956,9.90990991,100,17.39130435,0,3.389830508
Frederick County,19.4737563,-1.587301587,-6.32183908,0,-5.617977528,-100,5.583756345
Frederick County,22.4436934,-4.147465438,4.968944099,-33.33333333,6.976744186,0,2.793296089
Frederick County,22.46843545,-3.387096774,-8.588957055,66.66666667,8.333333333,0,5.288461538
Frederick County,54.67320117,-0.862068966,3.846153846,0,-5.405405405,0,-9.782608696
Fredericksburg City,2.750532308,-2.795031056,-1.333333333,100,-4.166666667,100,0.934579439
Fredericksburg City,3.310888682,-0.479233227,-0.45045045,0,17.39130435,-50,-0.925925926
Fredericksburg City,4.305821125,-1.284109149,-14.02714932,0,40.74074074,0,3.738317757
Fredericksburg City,9.09890895,-3.387096774,3.8647343,100,8.571428571,0,4.464285714
Fredericksburg City,12.15748053,0.81300813,8.947368421,-50,-7.894736842,-100,0.900900901
Fredericksburg City,75.57837666,0.625,-2.597402597,-50,4.347826087,0,-0.925925926
Fresno County,-5.566330152,-2.994791667,33.33333333,0,-0.854700855,0,7.177033493
Fresno County,3.728000221,-1.092896175,3.125,-20,3.2,100,2.469135802
Fresno County,4.019584681,0.392156863,-14.28571429,16.66666667,2.631578947,-100,3.980099502
Fresno County,4.564587229,-7.458563536,-15.15151515,50,26.35658915,0,5.220883534
Fresno County,4.994578091,-4.754358162,-3.448275862,0,-5.23255814,0,4.150943396
Fresno County,5.330513652,0.826446281,3.225806452,25,4.166666667,-50,1.25
Fresno County,14.38609258,-6.308724832,31.25,-28.57142857,14.65517241,0,7.142857143
Fresno County,19.11409268,-7.163323782,-9.523809524,60,12.03007519,0,1.666666667
Fresno County,20.56561286,-5.820895522,3.571428571,-16.66666667,5.521472393,-50,1.145038168
Fresno County,52.99325534,-3.773584906,0,20,7.547169811,-40,8.648648649
Fresno County,541.2112131,-6.19047619,-16.34615385,-15.38461538,-5.521472393,-50,2.941176471
Fulton County,-1.164316605,-2.491694352,-4.761904762,0,-15,0,19.23076923
Fulton County,-0.646124854,-7.788161994,15.2284264,200,5.217391304,50,0
Fulton County,-0.573051599,0.410958904,-13.86861314,33.33333333,12.85714286,-100,22
Fulton County,-0.450201103,5.678233438,0.71942446,-100,9.821428571,0,-50
Fulton County,0.539560258,-5.013927577,31.70731707,50,-8.196721311,0,-20.21276596
Fulton County,1.195696959,3.117505995,-7.82778865,0,29.03225806,100,11.9047619
Fulton County,1.320022246,-2.739726027,-2.218114603,0,0,0,7.547169811
Fulton County,1.90667489,-7.152875175,2.857142857,-100,12.40875912,0,10.75268817
Fulton County,2.0993747,-6.562054208,-3.296703297,0,14.53488372,0,-3.773584906
Fulton County,2.145269792,-3.69047619,1.162790698,0,55.81395349,0,-9.090909091
Fulton County,2.25092192,-5.081967213,1.030927835,0,0,-100,-15.10791367
Fulton County,2.389716789,-1.488095238,-1.639344262,0,2.395209581,0,2.409638554
Fulton County,2.646896782,4.395604396,-0.909090909,0,120,0,7.692307692
Fulton County,2.707959285,-1.449275362,-6.060606061,0,13.97849462,0,-4.032258065
Fulton County,2.743712268,-1.607717042,-16.05839416,-25,9.836065574,0,-3.125
Fulton County,2.892202855,-1.188707281,12.96296296,0,-3.921568627,0,-2.777777778
Fulton County,3.048512371,-3.476245655,-15.38461538,800,55,0,32.0754717
Fulton County,3.185922257,3.253182461,-11.61290323,50,-1.408450704,0,19.04761905
Fulton County,3.23266625,-1.219512195,13.59223301,15.2173913,-11.76470588,0,-1.492537313
Fulton County,3.271484471,-3.776435045,15.83333333,33.33333333,1.169590643,0,7.058823529
Fulton County,3.398843643,-1.408450704,8.860759494,0,7.5,0,17.0212766
Fulton County,3.450451965,-0.668449198,0,0,14.1509434,0,-5.042016807
Fulton County,3.517350816,-2.354788069,-1.438848921,0,5.780346821,0,5.494505495
Fulton County,3.517505564,-3.159340659,2.51572327,0,-7.547169811,0,-2.252252252
Fulton County,3.649684307,-0.477326969,8.695652174,-25,5.714285714,0,12.16216216
Fulton County,3.764309385,-3.458646617,7.650273224,0,17.34693878,-33.33333333,-13.33333333
Fulton County,4.053190724,-3.404255319,3.680981595,-50,-28.57142857,0,4.608294931
Fulton County,4.179118704,-0.139082058,0,0,-1.612903226,0,5.617977528
Fulton County,4.511458312,1.207729469,-4.166666667,33.33333333,-14.63414634,0,25.42372881
Fulton County,4.629561397,-4.037685061,12.90322581,0,13.2231405,-100,-17.69911504
Fulton County,4.6437059,0,-1.082251082,0,0,0,13.79310345
Fulton County,4.64840174,-0.137551582,-3.378378378,-33.33333333,5.194805195,-50,-7.142857143
Fulton County,4.743808886,-1.145475372,-3.703703704,0,21.21212121,0,6
Fulton County,4.782384618,1.067615658,-9.195402299,0,-2.43902439,0,17.5
Fulton County,4.806082636,-2.61707989,8.391608392,0,-12.34567901,-100,7.692307692
Fulton County,4.845925218,2.057613169,-11.96581197,-22.64150943,-4.444444444,0,1.515151515
Fulton County,4.848394133,-5.035971223,-13,0,21.62162162,0,-18.07228916
Fulton County,5.036541211,-3.582089552,41.42857143,100,8.130081301,0,-68.08510638
Fulton County,5.045092954,38.88888889,-1.038421599,66.66666667,100,0,4
Fulton County,5.162111817,-8.73015873,3.40218712,0,0,0,-31.88405797
Fulton County,5.31969491,2.564102564,0.437636761,0,-16.66666667,0,-12.12121212
Fulton County,5.432806077,1.006711409,-5.769230769,0,15.38461538,0,-1.886792453
Fulton County,5.454399144,0.691562932,-2.45398773,-50,6,0,-1.333333333
Fulton County,5.541843613,-16.99029126,4.62962963,0,100,0,-18.44660194
Fulton County,5.962537013,27.5862069,-2.838709677,-100,40,0,2.02020202
Fulton County,5.96984577,0.485436893,-6.796116505,50,-4.651162791,-100,-11.94029851
Fulton County,6.052541712,-20.56074766,0.233100233,0,-100,0,35.71428571
Fulton County,6.09005005,5,-0.483675937,-100,0,0,4.545454545
Fulton County,6.205064501,-4,0.629590766,-40,-50,-100,-23.07692308
Fulton County,6.258065517,5,0.544662309,-100,-20,0,-10.34482759
Fulton County,6.599490501,-9.752321981,35.85858586,-50,-14.28571429,0,53.33333333
Fulton County,6.600355621,-1.351351351,0.744878957,-50,1.886792453,0,0
Fulton County,6.640344269,-2.830188679,-2.199223803,0,0,0,32.05128205
Fulton County,6.856150872,-14.61988304,1.896333755,0,50,0,-2.380952381
Fulton County,6.894521562,0.543478261,1.129943503,100,-13.1147541,-100,3.921568627
Fulton County,7.259597585,-1.606922126,1.149425287,0,2.985074627,100,8
Fulton County,7.352196913,4.761904762,-1.19176598,0,100,0,-7.692307692
Fulton County,7.361945504,-5.882352941,0,50,0,0,-9.090909091
Fulton County,7.425601629,-6.451612903,1.973684211,33.33333333,11.11111111,0,-13.91304348
Fulton County,7.465080399,-29.16666667,0.834202294,-33.33333333,100,0,-45
Fulton County,7.657296324,-1.36425648,-5.084745763,-50,12.65822785,0,-9.836065574
Fulton County,7.881882542,-6.956521739,0.822561692,0,0,0,19.14893617
Fulton County,8.093934742,62.5,-1.551189245,33.33333333,50,0,40
Fulton County,8.339576523,-0.360144058,-2.272727273,55.55555556,3.225806452,0,-2.857142857
Fulton County,8.583586057,-3.965517241,12.01716738,-50,3.06122449,0,-19.14893617
Fulton County,8.914138583,2.162162162,-1.195219124,0,28.57142857,0,-10.89108911
Fulton County,9.054624993,-4.840940526,17.85714286,25,11.23595506,-100,16.36363636
Fulton County,9.108229691,2.553763441,4.854368932,-78.04878049,-4.651162791,0,-14.92537313
Fulton County,9.141033817,-2.027027027,2.643171806,-77.77777778,-19.00826446,0,3.296703297
Fulton County,9.344935656,-4.429301533,3.571428571,-50,29.41176471,0,-12.90322581
Fulton County,9.364172849,-7.407407407,2.688172043,100,-22.22222222,0,-13.33333333
Fulton County,9.399373587,-3.015075377,5.681818182,300,10.14492754,0,9.259259259
Fulton County,9.462457808,-34.11764706,6.860465116,0,0,0,-73.68421053
Fulton County,9.472596006,-11.36363636,-1.096491228,0,0,0,37.5
Fulton County,9.638818193,-4.545454545,15.43209877,-66.66666667,-4.464285714,0,-25.33333333
Fulton County,9.802015853,0.689655172,-45.45454545,0,7.692307692,0,50
Fulton County,9.898154327,-14.28571429,-1.14822547,0,100,0,21.42857143
Fulton County,10.67286231,-1.426024955,-1.724137931,100,-1.515151515,-100,7.407407407
Fulton County,11.45819529,-2.253521127,0,0,9.259259259,0,1.754385965
Fulton County,11.66384521,15.42857143,-2.356020942,-50,-21.42857143,0,-1.282051282
Fulton County,11.93656915,2.558139535,-3.184713376,0,17.5,-100,-29.78723404
Fulton County,12.19724527,-4.587155963,14.81481481,-88.88888889,-17.07317073,0,0
Fulton County,12.21580206,-0.892857143,-9.411764706,-50,4.545454545,0,-4.761904762
Fulton County,12.28571634,-4.988662132,2.412280702,0,-10.63829787,0,42.42424242
Fulton County,12.42932069,3.458213256,-2.646502836,0,-5.084745763,0,1.724137931
Fulton County,12.5296112,-9.548611111,15.77060932,100,-6.12244898,0,-20.49180328
Fulton County,12.75699328,-11.60220994,-0.133868809,100,0,0,10.71428571
Fulton County,12.86823533,-1.927710843,11.62790698,0,3.125,0,0
Fulton County,12.9227693,-5.342237062,8.333333333,66.66666667,-1.98019802,0,-1.111111111
Fulton County,13.37220047,16.66666667,-1.455767077,0,66.66666667,0,-23.52941176
Fulton County,13.509941,13.15789474,-1.103752759,0,14.28571429,0,10.52631579
Fulton County,13.7708306,-2.124183007,4.347826087,0,0.497512438,0,-3.225806452
Fulton County,13.79273479,-2.89017341,9.90990991,0,3.086419753,0,23.88059701
Fulton County,13.79979238,-5.821917808,0.854700855,0,11.11111111,0,-2.857142857
Fulton County,13.84289708,-1.01010101,-2.298850575,-33.33333333,-2.222222222,0,23.52941176
Fulton County,13.88218886,-6.507936508,15.95744681,0,3.296703297,0,12.24489796
Fulton County,13.97333365,-2.173913043,-2.729257642,0,0,0,56.52173913
Fulton County,13.98170199,-2.764976959,-4.812834225,-100,13.08411215,0,-5.357142857
Fulton County,14.01955935,-1.428571429,-1,0,8.139534884,0,4.201680672
Fulton County,14.24363292,2.348993289,-9.345794393,0,14.28571429,0,2.962962963
Fulton County,14.44213291,-0.518134715,-5.102040816,0,2.083333333,0,3.389830508
Fulton County,14.4673637,-25.98425197,2.666666667,0,100,0,-24.69135802
Fulton County,14.69903955,14.81481481,-3.85078219,0,75,0,26.08695652
Fulton County,15.2780541,-19.23076923,0.630252101,-100,0,-100,0
Fulton County,15.41553879,1.706484642,-1.577287066,0,-11.86440678,0,-19.6969697
Fulton County,15.59722751,-4.833836858,-12.96296296,0,18.18181818,-100,-4.854368932
Fulton County,15.68553032,-7.153729072,0,100,7.894736842,0,-2.252252252
Fulton County,15.85303549,13.70967742,-2.503128911,100,-14.28571429,0,24.13793103
Fulton County,15.97272567,-2.564102564,0.44345898,0,-12.5,-100,15.15151515
Fulton County,16.00061783,0.343642612,-10.6870229,50,-2.092050209,0,22.80701754
Fulton County,16.15068243,-13.01369863,2.357320099,-100,-33.33333333,0,-1.219512195
Fulton County,16.20943332,-3.524229075,-7.692307692,100,8.571428571,0,-2.202643172
Fulton County,16.46135793,-10.3960396,0.134048257,0,45.45454545,0,9.090909091
Fulton County,16.66813919,1.060606061,5.494505495,0,-14.45783133,0,2.898550725
Fulton County,17.74480207,0.763358779,3.409090909,0,-15.73604061,-100,-32.35294118
Fulton County,18.96146659,-17.85714286,-0.326441785,0,0,0,15
Fulton County,19.68423424,13.68421053,-4.701834862,-100,45.45454545,0,64.28571429
Fulton County,23.15524175,0.544959128,4.04040404,-2.127659574,-1.923076923,0,-11.45374449
Fulton County,24.63338179,-3.324468085,4.964539007,50,13.23529412,0,31.25
Fulton County,25.05769632,2.106567534,-11.20689655,-33.33333333,-6.52173913,0,-6.944444444
Fulton County,26.06590075,-3.695150115,3.232323232,0,-6.060606061,0,-4.545454545
Fulton County,26.60789884,-2.429149798,0.617283951,-33.33333333,11.11111111,0,3.211009174
Fulton County,35.3220884,-2.512562814,15.92920354,-33.33333333,-0.829875519,0,-16.17647059
Fulton County,47.89160668,1.034482759,2.922077922,-33.33333333,-25.3164557,0,26.92307692
Fulton County,58.21150904,0.473933649,1.045751634,0,-83.33333333,-100,-11.36363636
Fulton County,60.39041076,-2.604920405,8,-40,12.08791209,50,-20
Fulton County,60.97901135,-3.412073491,0.950570342,0,5.172413793,0,2
Fulton County,62.7964855,21.875,-1.543550165,0,-50,0,-5.555555556
Fulton County,65.98598959,1.200480192,-2.247191011,-100,-25.45454545,0,17.64705882
Fulton County,91.14050421,6.802721088,-3.675538657,-75,-25,0,11.39240506
Fulton County,201.9577496,-3.793626707,-4.137931034,53.125,12,0,-16.07142857
Fulton County,313.3487697,1.553672316,-10.86956522,-33.33333333,5.982905983,0,0
Fulton County,344.820493,-0.571428571,-14.28571429,0,8.333333333,0,0
Fulton County,520.9053182,1.889534884,-9.900990099,-100,-0.578034682,0,4.95049505
Fulton County,547.4252337,0.114678899,-8.474576271,0,6.451612903,0,0
Fulton County,1219.38472,9.734513274,-1.501877347,0,-8.333333333,0,1.923076923
Gallatin County,14.11960946,-0.432432432,25,20,-18.18181818,0,-4.545454545
Gallatin County,35.62086291,-1.559020045,-11.11111111,0,21.73913043,0,2.564102564
Galveston County,1.37277891,0.735294118,10.95890411,33.33333333,6.12244898,0,-2
Galveston County,1.689240692,-3.04136253,2.469135802,25,-3.846153846,0,-1.020408163
Galveston County,1.715719529,-2.442528736,-10.85972851,50,-18.42105263,0,8.058608059
Galveston County,2.033392101,-0.367647059,2.941176471,0,6,0,-1.041666667
Galveston County,2.902223962,0.492610837,-8.108108108,200,-3.846153846,0,4.918032787
Galveston County,3.365794132,0.36900369,4.285714286,0,-7.547169811,0,5.263157895
Galveston County,6.13661229,-1.505646173,-14.45783133,-60,14,0,-10.82474227
Galveston County,7.269550972,4.281345566,-13.63636364,-50,10,0,4.597701149
Galveston County,8.548348295,2.052785924,-3.070175439,0,-13.63636364,0,0
Galveston County,8.634514664,-7.511045655,7.106598985,-33.33333333,3.225806452,0,-1.694915254
Galveston County,9.870381778,-5.987261146,1.408450704,0,1.754385965,0,12.71676301
Galveston County,14.43055218,-6.050955414,-2.843601896,0,9.375,400,-0.689655172
Galveston County,29.7205376,-4.936530324,-17.11711712,300,-30,0,3.939393939
Galveston County,115.7028472,-0.152671756,2.325581395,33.33333333,-25.92592593,0,-2.973977695
Galveston County,543.928014,-5.655836342,6.12244898,0,12.5,0,-3.703703704
Gaston County,21.40473329,-5.246422893,4.511278195,-20,20,0,0
Gaston County,219.3601992,-4.085257549,0,0,50,100,0
Gaston County,1202.696111,4.617253949,-36.36363636,-100,6.25,0,-3.225806452
Geary County,0.181810248,0,-0.540540541,-16.66666667,12.5,22.22222222,-4.081632653
Geary County,0.636764135,-1.826484018,4.6875,-6.25,-5.555555556,9.090909091,-0.684931507
Geary County,1.01053181,-2.954209749,4.347826087,60,0,0,3.546099291
Geary County,4.067675526,-4.496124031,-1.990049751,-26.66666667,-5.882352941,-16.66666667,10.34482759
Geary County,5.073076573,-5.032467532,-4.060913706,-27.27272727,21.875,30,-0.625
Geary County,5.920899522,0.683760684,-3.174603175,0,-25.64102564,-15.38461538,3.144654088
Geary County,17.96009491,2.265861027,-3.645833333,20,-5.882352941,0,7.299270073
Grand Forks County,3.27461519,-0.248138958,-2.702702703,-35.29411765,-4,0,12.72727273
Grand Forks County,4.724489115,-0.948991696,-4.255319149,-15,-7.407407407,0,4.87804878
Grant County,-3.928534172,2.74151436,8.333333333,0,-5.882352941,0,1.398601399
Grant County,7.27272757,-0.651041667,25,0,0,-100,-4.140127389
Grant County,10.23622472,-4.193971166,-5,33.33333333,14.28571429,0,6.976744186
Grant County,11.83907742,-4.103967168,0,-16.66666667,-18.75,0,5.279503106
Grant County,14.16553598,-2.414231258,23.07692308,-10,-12.5,0,8.275862069
Grant County,56.73907777,-0.905562743,-7.692307692,42.85714286,41.66666667,0,4
Greene County,-4.031953378,-1.224944321,12.82051282,50,-44.44444444,100,35.29411765
Greene County,-3.287653259,0.214132762,33.33333333,-33.33333333,-29.62962963,0,-29.16666667
Greene County,2.841179832,0.804597701,-7.142857143,0,-14.70588235,-75,-2.040816327
Greene County,2.867111056,1.251422071,-11.11111111,0,50,0,0
Greene County,3.889635661,-0.571428571,-2.325581395,33.33333333,-5.555555556,33.33333333,-7.547169811
Greene County,4.408431584,-0.570125428,7.692307692,25,-10.34482759,0,-4.166666667
Greene County,4.8526111,1.19695321,-21.73913043,0,4.347826087,-66.66666667,4.166666667
Greene County,5.8442527,0.430107527,-16.66666667,-25,12.5,-100,-4
Greene County,6.163786248,-0.449943757,16.21621622,0,0,0,-7.142857143
Greene County,6.323557244,-0.112359551,-7.5,22.22222222,0,0,7.692307692
Greene County,6.346396167,-1.26146789,16.66666667,0,0,100,-4.347826087
